Fold,fit_time,score_time,test_score
0,1.5332293510437012,0.04265332221984863,-1.332404558893368
1,1.533360242843628,0.04258108139038086,-1.6062142494775804
2,1.5332942008972168,0.045346736907958984,-1.0478409844883396
3,1.533212661743164,0.0427095890045166,-1.425870603334722
4,1.5331850051879883,0.042569637298583984,-1.3632202014651544
